GABRA1	GABAA
GABRA2	GABAA
GABRA3	GABAA
GABRA4	GABAA
GABRA5	GABAA
GABRB1	GABAA
GABRB2	GABAA
GABRB3	GABAA
GABRG1	GABAA
GABRG2	GABAA
GABRG3	GABAA
GABBR1	GABAB
GABBR2	GABAB
GRIA1	AMPA
GRIA2	AMPA
GRIA3	AMPA
GRIA4	AMPA
GRIK1	KAINATE
GRIK2	KAINATE
GRIK3	KAINATE
GRIK4	KAINATE
GRIK5	KAINATE
GRM1	mGlu
GRM2	mGlu
GRM3	mGlu
GRM4	mGlu
GRM5	mGlu
GRM6	mGlu
GRM7	mGlu
GRM8	mGlu
GRIN1	NMDA
GRIN2A	NMDA
GRIN2B	NMDA
GRIN2C	NMDA
